no;kdprov;kdkab;nama_perusahaan;alamat;kdprovkab;lblkab;kawasan_fasih;nama_kawasan;kawasan
12;11;11;PT KHARISMA INTI MITRA INDONESIA;KOMPLEK PELABUHAN KRUNG GEUKUH KECAMATAN DEWANTARA KABUPATEN ACEH UTARA;;;;;Kawasan Industri
13;11;11;PT PELABUHAN TANJUNG PRIOK;;;;;;Kawasan Industri
14;11;11;PT PELINDO;KOMPLEK PELABUHAN KRUENG GEUKUH KAB.ACEH UTARA;1111;[11] ACEH UTARA;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
15;11;11;PT PEMA GLOBAL ENERGI;KOMPLEK PERKANTORAN PAG;;;;;Kawasan Industri
16;11;11;PT SARANA ACEH UTAMA;KOMPLEK PELABUHAN KRUENG GEUKUEH, DESA TAMBON BAROH, KEC. DEWANTARA;1111;[11] ACEH UTARA;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
17;11;11;PT ACEH MAKMUR BERSAMA;KEK ARUN;;;;;Kawasan Ekonomi Khusus
18;11;74;PT HUMPUSS AROMATIK;JL MEDAN-BANDA ACEH, BATUPHAT BARAT, P.O.BOX 27 LHOKSEUMAWE;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
19;11;74;RS ARUN LHOKSEUMAWE;JL.PLAJU KOMPLEK PT.ARUN NGL;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
20;11;74;PT PATRIOT NUSANTARA ACEH;KAWASAN KEK ARUN;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
21;11;74;PT PERTAMINA PATRA NIAGA;JL. SAMUDRA NO 1-2, HAGU TEUNGOH LHOKSEUMAWE;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
22;11;74;PT PLN NUSANTARA POWER;LHOKSEUMAWE;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
23;11;74;AINI SEJAHTERA, PT;JL PANGKALAN BRANDAN NO.1A KOMPLEK PT PERTA ARUN GAS BATUPHAT KEC.MUARA SATU KOTA LSM;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
24;11;74;PT PERTAMINA HULU ENERGI NSO;JALAN MEDAN-BANDA ACEH, KAWASAN INDUSTRI,BLANG LANCANG LHOKSEUMAWE;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
25;11;74;KOPERASI PERTA ENERGI ARUN;KEK ARUN;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
26;11;74;LEMBAGA MANAJEMEN ASET NEGARA (LMAN);KEK ARUN;1174;[74] LHOKSEUMAWE;Kawasan Ekonomi Khusus;Arun Lhokseumawe;Kawasan Ekonomi Khusus
27;12;09;PTPN IV REGIONAL I PKO SEI MANGKEI;JL KERNEL - KAWASAN EKONOMI KHUSUS (KEK) SEI MANGKEI;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
28;12;09;AIR PRODUCTS INDONESIA;JL. JABABEKA RAYA BLK F.1-3, CIKARANG INDUSTRIAL ESTATE /;3216;[16] BEKASI;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
29;12;09;AIR PRODUCTS INDONESIA GASES;JALAN JABABEKA RAYA, BLOK F1-3, CIKARANG INDUSTRIAL ESTATE 008/004;3216;[16] BEKASI;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
30;12;09;ALL COSMOS BIOTEK;JALAN BIODIESEL KAV, B-9 KEK SEI MANGKEI 0/0;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
31;12;09;ALLDIRA TETAP AGUNG;JL SEI BAHOROK DALAM NO 19A KLEURAHAN BABURA, KECAMATAN MEDAN BARU, KOTA MEDAN SUMATERA UTARA;1275;[75] MEDAN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
32;12;09;ALLIANCE CONSUMER PRODUCTS INDONESIA;JL OLEOCHEMICAL KAVLING A-8, SEI MANGKEI, BOSAR MALIGAS, KAB. SIMALUNGUN - SUMATERA UTARA;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
33;12;09;BANGUN TIRTA MEDAN;JL. CRUMB RUBBER KAV. K1, KAWASAN EKONOMI KHUSUS SEI MANGKEI, DESA/KELURAHAN BOSAR MALIGAS, KEC. BOSAR MALIGAS, KAB. SIMALUNGUN, PROVINSI SUMATERA UTARA, KODE POS: 21183;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
34;12;09;BASIC INTERNATIONAL SUMATERA;JALAN SURFAKTAN KAVLING D9 - D16, C8 - C15, C16 (SETENGAH) - C24, KEK SEI MANGKEI 00/00;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
35;12;09;ECOOILS JAYA INDONESIA;JALAN KELAPA SAWIT II, KAVLING 6, KEK SEI MANGKEI, KECAMATAN BOSAR MALIGAS, KAB. SIMALUNGUN, PROVINSI SUMATERA UTARA;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
36;12;09;EVYAP SABUN INDONESIA;JALAN KELAPA SAWIT I NOMOR 1, KAWASAN EKONOMI KHUSUS SEI MANGKEI 000000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
37;12;09;EXCEL LIFE CARE;JL. STEARIN KAVLING AI, AP, BD, BG, AJ, AO, BC, BH, KEK SEI MANGKEI, KEC. BOSAR MALIGAS, KAB. SIMALUNGUN, SUMATERA UTARA 21183;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
38;12;09;GREEN ENVIRONMENT MANAGEMENT SERVICES;JALAN SOAP NOODLE KEK SEI MANGKEI 00/00;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
39;12;09;GUTHRIE INTERNATIONAL SEI MANGKEI REFINERY;JALAN SURFAKTAN KAV. B6-B7-B17-18 KAWASAN EKONOMI KHUSUS SEI MANGKEI, SEI MANGKEI, BOSAR MALIGAS, KAB. SIMALUNGUN, SUMATERA UTARA, 21183;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
40;12;09;INDUSTRI NABATI LESTARI;KAWASAN EKONOMI KHUSUS SEI MANGKEI JL. KELAPA SAWIT II KAV. 2-3 000/000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
41;12;09;KAWASAN INDUSTRI NUSANTARA;JLN KELAPA SAWIT NO. 1, DESA SEI MANGKEI 000/000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
42;12;09;KIM YEE ENERGY;JL. KERNEL KAVLING PUSNOV B, DESA/KELURAHAN SEI MANGKEI, KEC. BOSAR MALIGAS, KAB. SIMALUNGUN, PROVINSI SUMATERA UTARA;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
43;12;09;PERUSAHAAN PERSEROAN (PERSERO) PT. PERKEBUNAN NUSANTARA III;GEDUNG AGRO PLAZA, JALAN HR. RASUNA SAID KAVLING X2 NOMOR 1, KELURAHAN KUNINGAN TIMUR, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, PROVINSI DAERAH KHUSUS IBUKOTA (DKI) JAKARTA, 12950 007/004;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
44;12;09;PT. AICE SUMATERA INDUSTRY;JL. KELAPA SAWIT I KAVLING C NO.7 KEK SEI MANGKEI, KEC. BOSAR MALIGAS, KAB. SIMALUNGUN, PROV. SUMATERA UTARA;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
45;12;09;PTEC RESEARCH AND DEVELOPMENT;KAVLING E, KAWASAN EKONOMI KHUSUS SEI MANGKEI, KABUPATEN SIMALUNGUN, SUMATERA UTARA;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
46;12;09;SEI MANGKEI NUSANTARA TIGA;JLN. KELAPA SAWIT I, KAWASAN EKONOMI KHUSUS (KEK) SEI MANGKEI, 000/000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
47;12;09;SGF OLEO ASIA;JALAN PFAD KAVLING C27 & C28 KEK SEI MANGKEI RT 000 RW 000, SEI MANGKEI, BOSAR MALIGAS, KABUPATEN SIMALUNGUN;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
48;12;09;SHEEL OIL INDONESIA;JL. BIODIESEL BLOK A16-A18, KEK, 000/000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
49;12;09;SURYA ALPINE RENEWABLES;JALAN BIODIESEL KAVLING B-10 KAWASAN EKONOMI KHUSUS SEI MANGKEI 000/000;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
50;12;09;TANIMAS RESOURCES INTERNATIONAL;JALAN SURFAKTAN B21-22 00/00;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
51;12;09;TETAP LARIS JAYA;JL. ASRAMA KOMPLEK DE CASAVILLA BLOK BB NO. 17 000/000;1275;[75] MEDAN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
52;12;09;THERMAX INTERNATIONAL INDONESIA;"MENARA PALMA, LANTAI 9, UNIT 9-02B/03 
JL. H.R. RASUNA SAID BLOK X 2, NO.KAV. 6, RT.9/RW.4 /";1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
53;12;09;UNILEVER OLEOCHEMICAL INDONESIA;KAWASAN EKONOMI KHUSUS SEI MANGKEI, DESAKELURAHAN SEI MANGKEI, KEC. BOSAR MALIGAS, KAB. SIMALUNGUN, PROVINSI SUMATERA UTARA, KODE POS 21183;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
54;12;09;PT PERTAMINA POWER INDONESIA (PLTBG);JL OLEIN KEK SEI MANGKEI KEC BOSAR MALIGAS;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
55;12;09;PTPN IV REGIONAL I PKS SEI MANGKEI;HUTA IV NAGORI SEI MANGKE KECAMATAN BOSAR MALIGAS KABUPATEN SIMALUNGUN;1209;[09] SIMALUNGUN;Kawasan Ekonomi Khusus;Sei Mangkei;Kawasan Ekonomi Khusus
56;12;12;INTI SARI ATSIRI;KAWASAN INDUSTRI MEDAN II MABAR JL. PULAU PINANG NO. 2;;;;;Kawasan Industri
57;12;12;ANEKA SARI UTAMA;JL. PULAU HALMAHERA, KAWASAN INDUSTRI MEDAN 3;;;;;Kawasan Industri
58;12;12;ATHIRA LAUTAN SAMUDERA;JL. PULAU NIAS SELATAN BLOK II GUDANG MULTI FUNGSI KIM II NO. 4;;;;;Kawasan Industri
59;12;12;WAHANA GLOBALINDO;CEMARA TRADE CENTRE BLOK 8 BB, JL. KAWASAN INDUSTRI, PASAR 1;;;;;Kawasan Industri
60;12;12;CAHAYA REJEKI AGROMAKMUR / PT. BUMI PUTRA;JL PULAU KARIMUN-3 KOMPLEK PERGUDANGAN MEDAN MAS KARIMUN, KAWASAN INDUSTRI MEDAN KIM 2;;;;;Kawasan Industri
61;12;12;SANTANI PLASTIK NUSANTARA;JL PULAU PINANG IV KIM TAHAP II NO 179;;;;;Kawasan Industri
62;12;12;SEHAT CERAH INDONESIA;JALAN PULAU TANAH MASA KAWASAN INDUSTRI MEDAN II;;;;;Kawasan Industri
63;12;12;PT. HOKKARY DELTAPACK INDUSTRI;JL. PELITA VI NO. 3 KIM STAR DESA TANJUNG MORAWA B KECAMATAN TANJUNG MORAWA KABUPATEN DELI SERDANG;;;;;Kawasan Industri
64;12;12;KERTOPATEN KENCANA;JALAN PULAU IRIAN 11, KIM 1;;;;;Kawasan Industri
65;12;12;PERMATA HIJAU PALM OLEO, PT;JL PULAU KOMODO NO 1, KIM II;;;;;Kawasan Industri
66;12;12;AGRINESIA RAYA;JL. PELITA DALAM II NO. 3, KAWASAN INDUSTRI MEDAN STAR;;;;;Kawasan Industri
67;12;12;ROHA LAUTAN PEWARNA;JALAN PELITA RAYA NO 36 KIM STAR RT. 000 RW. 000;;;;;Kawasan Industri
68;12;12;REJEKI AGRO NUSANTARA;JL PULAU KARIMUN-3 KOMPLEK PERGUDANGAN MEDAN MAS KARIMUN, KAWASAN INDUSTRI MEDAN KIM 2;;;;;Kawasan Industri
69;12;12;PT. RODA ASIA HANAMI;JLN. PELITA II NO. 18A TANJUNG MORAWA;;;;;Kawasan Industri
70;12;12;PT. KAWASAN INDUSTRI MEDAN;KIM, JALAN PULAU BATAM NO. 1 , DESA SAENTIS, KECAMATAN PERCUT SEI TUAN, DELI SERDANG;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
71;12;12;PT. MEDAN MEDIA GRAFIKATAMA;JL. PELITA RAYA NO. 46 KAWASAN INDUSTRI MEDAN STAR;;;;;Kawasan Industri
72;12;12;PT. JONS CITARASA UTAMA;JL. PELITA RAYA 1 NO. F-23 KIM STAR DESA TANJUNG MORAWA - B KECAMATAN TANJUNG MORAWA KABUPATEN DELI SERDANG PROVINSI SUMATERA UTARA 20362;1212;[12] DELI SERDANG;Kawasan Industri;Medanstar Industrial Estate;Kawasan Industri
73;12;12;CLARIANT ADSORBENTS INDONESIA;JL. PULAU PINANG KIM2, KAWASAN INDUSTRI MEDAN II;;;;;Kawasan Industri
74;12;12;EKA TUNAS PERKASA;JL. BANGUN MULYA BINJAI KM. 12 KOMPOS;;;;;Kawasan Industri
75;12;12;CAHAYA ALAM SEJATI;JL. PULAU PAMAGARAN (KAWASAN INDUSTRI MEDAN IV);1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
76;12;12;CV. MITRA LESTARI PLASTIK;JLN. PELITA II BLOK A NO. 22 KOMP. KIPISTAR TG. PLORALIA;;;;;Kawasan Industri
77;12;12;PACIFIC PALMINDO, PT;JL. PULAU BAWEAN KIM II;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
78;12;12;JAYATECH PALMINDO, PT;JL. PULAU SANGIR TALAUD I KAV 23A BLOK IV;;;;;Kawasan Industri
79;12;12;CENTRAL PROTEINA PRIMA, TBK;JL. PULAU PINANG V JO 2 KIM 2 MEDAN;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
80;12;12;CERESTAR FLOUR MILLS.PT;KIM, JL PULAU PINANG VI;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
81;12;12;AGRI FIRST INDONESIA;JL PULAU PINANG V NO. 9;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
82;12;12;BINTANG REZEKI MAJU;JL. PULAU KARIMUN KIM. II;;;;;Kawasan Industri
83;12;12;MEDAN SUGAR INDUSTRI, PT;JL.PULAU TANAH MASA KAV. 600371-60072 KIM II MABAR, DESA/KELURAHAN SAENTIS, KEC. PERCUT SEI TUAN;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
84;12;12;LESTARI ALAM SEGAR;JL. PULAU PINANG III KAV 600.342;;;;;Kawasan Industri
85;12;12;LEONG HUP JAYAINDO;KAWASAN INDUSTRI MEDAN II JL. PULAU TANAH MASA;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
86;12;12;VVF INDONESIA;KIM II JL PULAU PINANGVI-VII;;;;;Kawasan Industri
87;12;12;INTANCITRA LOGAMINDO;JL YOS SUDARSO KM 10,3;;;;;Kawasan Industri
88;12;12;PT. MULTI SUKSES ENGINEERING;KOMPLEK MULTIGUNA NO. 66 KIM II DESA SAENTIS KECAMATAN PERCUT SEI TUAN KABUPATEN DELI SERDANG;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
89;12;12;OLEOCHEM & SOAP INDUSTRI;JL. PULAU NIAS SELATAN KIM II MABAR;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
90;12;12;PT. MAXMASTER INDONESIA;JALAN.PELITA RAYA 1 BLOK F NO.26 KIM STAR , TANJUNG MORAWA;1212;[12] DELI SERDANG;Kawasan Industri;Medanstar Industrial Estate;Kawasan Industri
91;12;12;PT HOKI SUKSES MANDIRI;JL. PELITA 4 KIM STAR C.G, TANJUNG MORAWA;1212;[12] DELI SERDANG;Kawasan Industri;Medanstar Industrial Estate;Kawasan Industri
92;12;12;MUSIM REZEKI BERSAMA, PT;JL. PULAU PINANG 4 KIM 2;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
93;12;12;PT. BUDIJAYA MAKMURSENTOSA;JL. SANGIR TALAUD I KIM IV DESA PEMATANG JOHAR KECAMATAN LABUHAN DELI KAB. DELI SERDANG PROV. SUMATERA UTARA;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
94;12;12;RIMA RIBU INDONESIA;KIM II MABAR NO 33,35,36,43,44,45,46;;;;;Kawasan Industri
95;12;12;BUNGASARI FLOUR MILLS INDONESIA;JL SAPARUA 1, TANGKAHAN, KEC MEDAN LABUHAN;;;;;Kawasan Industri
96;12;12;MUSIM MAS;JL.PULAU MENTAWAI;;;;;Kawasan Industri
97;12;12;MUSIM REZEKI MAKMUR;JL PULAU PINANG NO 186;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
98;12;12;PT. INDO PRIMA NUSANTARA;JL PELITA RAYA NO 50 A;;;;;Kawasan Industri
99;12;12;PT. TAMORATAMA PRAKARSA (#66);JL. MEDAN LUBUK PAKAM KM 19;;;;;Kawasan Industri
100;12;12;ERACIPTA BINAKARYA;JL. PULAU IRIAN NO. 4, KAWASAN INDUSTRI MEDAN (KIM) I;;;;;Kawasan Industri
101;12;12;KREASIBETON NUSAPERSADA;JL. P. KARIMUN KAV. 392 NO. 45 DESA / KELURAHAN SAENTIS, KEC.PERCUT SEI TUAN KAB. DELI SERDANG PROVINSI SUMATERA UTARA;;;;;Kawasan Industri
102;12;12;PT. BINTANG TERANG LESTARI ABADI;KIM 2 JL PULAU PINI II NO 108, SAMPALI, KEC PERCUT SEI TUAN, KABUPATEN DELI SERDANG, SUMATERA UTARA, 20241;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
103;12;12;TRIBINA TANIKARYA, PT;JL.P.PINANG KIM II;;;;;Kawasan Industri
104;12;12;PT. TAPIS TEKNIK;JL. SELAYAR KOMPLEK INDUSTRI MULTIGUNA KIM II MABAR NO. 6 RT. 000 RW, OOO KELURAHAN SAENTIS KECAMATAN PERCUT SEI TUAN KABUPATEN DELI SERDANG 20371;;;;;Kawasan Industri
105;12;12;ROYAL BREWHOUSE;JL PULAU BAWEAN KIM II;;;;;Kawasan Industri
106;12;12;KOPI SALAM CIRAKINDO,PT;JL PELITA RAYA 1 NO B31;;;;;Kawasan Industri
107;12;12;METALINDO, PT;JL. PELITA RAYA 1 NO.C16;;;;;Kawasan Industri
108;12;12;PT. ARTINDO MEGA STELL;JL. PELITA RAYA NO. 564;;;;;Kawasan Industri
109;12;12;PT. MITRA ANDALAN LOGAM;PELITA IV NO. 031 KIM & TAN;;;;;Kawasan Industri
110;12;12;SARI INTI PRIMADONA,PT;JL PELITA RAYA NO 11 KIM STAR TANJUNG MORAWA;;;;;Kawasan Industri
111;12;12;UD. SURYA GEMILANG;MEDAN STAR DESA TANJUNG MORAWA - B KECAMATAN TANJUNG MORAWA KABUPATEN DELI SERDANG;;;;;Kawasan Industri
112;12;12;INDO WOVEN PACK;KOMPLEK PERGUDANGAN PALUH CAHAYA MAS EKSLUSIF, JL KAWASAN INDUSTRI PALUH GELOMBANG NO 66;;;;;Kawasan Industri
113;12;12;LAKSASA PERKASA;JL. PULAU NIAS UTARA NO. 5 KAWASAN INDUSTRI MODERN (KIM) 4;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
114;12;12;TOBA SURIMI INDUSTRY, PT;JL PULAU PINANG KIM II MABAR;;;;;Kawasan Industri
115;12;12;PUTRA SEJAHTERA MANDIRI VULKANISIR,PT;JL PELITA RAYA 1 KIMSTAR;;;;;Kawasan Industri
116;12;12;CINTA KARYA SUKSES, PT;JL PELITA 6 NO 7-8 KIM STAR T. MORAWA;;;;;Kawasan Industri
117;12;12;PUTRA BANDAR WIRETAMA, PT;JL. PULAU SULAWESI KIM TAHAP IV;;;;;Kawasan Industri
118;12;12;DUTA ABADI PRIMANTARA, PT;JL. PELITA I BARAT NO. 2/3;;;;;Kawasan Industri
119;12;12;SUMATERA MITRA ANDALAN, PT;JL. PELITA III NO.B22- B24 KIM STAR;1212;[12] DELI SERDANG;Kawasan Industri;Medanstar Industrial Estate;Kawasan Industri
120;12;12;PT. PRIMA KARYA METALINDO LESTARI;JL. PELITA III 628 TANJUNG MORAWA;;;;;Kawasan Industri
121;12;12;PT. INTI PLASTINDO;JLN. PELITA BARAT NO. 3 KIMSTAR TG. MORAWA;;;;;Kawasan Industri
122;12;12;TUNGGAL JAYA PRIMA, UD;JL. PELITA I BLOK. A NO.19;;;;;Kawasan Industri
123;12;12;INTAN HAVEA INDUSTRY, PT;JL. PULAU PINI KIM II;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
124;12;12;SUMBER PERKASA PLASTIK, PT;JL INDUSTRI KECIL V/345 KIM;;;;;Kawasan Industri
125;12;12;PT. PORTA MEGA SEJATI;JL. PELITA IV BLOK C NO. 30 TANJUNG MORAWA;;;;;Kawasan Industri
126;12;12;WINSON PRIMA SEJAHTERA, PT;JL PULAU SOLOR NO 11 KIM MABAR;;;;;Kawasan Industri
127;12;12;SINAR OLEO CHEMICAL INTERNASIONAL, PT;JL PULAU IRIAN NO 2 KIM 1 MABA;;;;;Kawasan Industri
128;12;12;SAGAMI INDONESIA, PT;JL. PELITA RAYA NO.16 KIM STAR;;;;;Kawasan Industri
129;12;12;YAKITA MULIA, PT;JL. PULAU PINANG II KIM II;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
130;12;12;PASIFIK MEDAN INDUSTRI, PT;KAWASAN KIM II MABAR JL. PULAU NIAS SELATAN, DESA SAENTIS, PERCUT SEI TUAN, KAB. DELI SERDANG;;;;;Kawasan Industri
131;12;12;SORBY INTERNATINAL MEDAN, PT;JL PULAU IRIAN;;;;;Kawasan Industri
132;12;12;SUMATERA HAKARINDO, PT;JL PULAU NIAS UTARA KIM 2,SAENTIS, PERCUT SEI TUAN, DELI SERDANG, SUMATERA UTARA, 20371;1212;[12] DELI SERDANG;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
133;12;12;PT. ASIA INTI RASA;JL. PELITA RAYA 1 BLOK F NO. 25 MEDANSTAR KEC. TANJUNG MORAWA;;;;;Kawasan Industri
134;12;12;NIPPON INDOSARI CORPINDO, TBK;JL PELITA RAYA I NO 8-10 KIM STAR;;;;;Kawasan Industri
135;12;75;MUSIM MAS, PT;JALAN PULAU SUMATERA KIM I;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
136;12;75;KREASI TEKNIK BAJA;KAWASAN INDUSTRI LAMHOTMA, JALAN TANGKUL KAVLING 9A,;;;;;Kawasan Industri
137;12;75;INTI BAJA INDONESIA;JALAN PULAU WEH NO 1-2 KIM 1;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
138;12;75;VICTORINDO KENCANA TEKNIK;JLN, BUNAKEN NO B3 KIM3;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
139;12;75;CHAROEN PHOKPAND INDONESIA;JL. P.JAWA NO 1;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
140;12;75;CITRADIMENSI ARTHALI, PT;;;;;;Kawasan Industri
141;12;75;NS BLUESCOPE LYSAGHT INDONESIA, PT;JALAN PULAU PALU NO 28 KIM 1 MEDAN;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
142;12;75;POLYVINDO ABADI SUKSES;JL PULAU NIAS 63 PAYA RUMPUT;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
143;12;75;DAYAKIMIA JAYA MANDIRI;KAWASAN INDUSTRI LAMHOTMA LINGK. I, SEI MATI;;;;;Kawasan Industri
144;12;75;MULYAKRIDA RESIK;;;;;;Kawasan Industri
145;12;75;PEMBUNGKUS INTERNASIONAL , PT;JL.PULAU NUSA BARUNG KM 10,5 KIM MEDAN;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
146;12;75;DELINDO EKA CIPTA KHARISMA;JL PULAU NATUNA NO8 KIM 1 MABAR;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
147;12;75;RED RIBBON INDONESIA CORPORATION, PT;JL KIM 1 PULAU SULAWESI;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
148;12;75;THE UNIVENUS , PT;;;;;;Kawasan Industri
149;12;75;GROWTH ASIA , PT;JL.KL YOS SUDARSO KM 10.5;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
150;12;75;INDOPUTRA KEKAL ABADI PT;JLN PULAU BUNAKEN KAV A4 KIM 3;;;;;Kawasan Industri
151;12;75;KARET HIJAU NUSANTARA;JLN, PULAU BUNAKEN NO, 15A ( BLOK A ) KIM 3;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
152;12;75;TOBA SURIMI INDUSTRIES;JL. PULAU SUMATERA< MABAR, MEDAN DELI, KOTA MEDAN/ JL. PULAU PINANG 2. DELI SERDANG,;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
153;12;75;OCEAN ROTO MOULD;KOMP. MALINDO SINERGY, JL. BANGKA NO.3, M A B A R;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
154;12;75;SAMATOR INDO GAS, PT;JL. PULAU SULAWESI NO.1;1275;[75] MEDAN;Kawasan Industri;Kawasan Industri Medan;Kawasan Industri
